"point_id";"time";"id";"act_obs";"obs";"coords.x";"coords.y"
657;2015-03-11 12:11:30;"2015-03-11_varieg_scallop";"NO";0;149041,043193137;6832901,15146483
658;2015-03-11 12:14:35;"2015-03-11_varieg_scallop";"NO";0;149045,341480195;6832895,95458763
659;2015-03-11 12:16:47;"2015-03-11_varieg_scallop";"NO";0;149048,505214671;6832895,65638273
660;2015-03-11 12:23:56;"2015-03-11_varieg_scallop";"NO";0;149050,087450618;6832895,50724618
661;2015-03-11 12:26:30;"2015-03-11_varieg_scallop";"NO";0;149050,087450618;6832895,50724618
662;2015-03-11 12:27:36;"2015-03-11_varieg_scallop";"NO";0;149050,087450618;6832895,50724618
663;2015-03-11 12:27:57;"2015-03-11_varieg_scallop";"NO";0;149050,087450618;6832895,50724618
664;2015-03-11 12:29:27;"2015-03-11_varieg_scallop";"NO";0;149051,893523587;6832897,73287641
665;2015-03-11 12:31:45;"2015-03-11_varieg_scallop";"NO";0;149052,117360572;6832900,10764279
666;2015-03-11 12:32:21;"2015-03-11_varieg_scallop";"NO";0;149052,564930248;6832904,85606907
667;2015-03-11 12:33:49;"2015-03-11_varieg_scallop";"NO";0;149052,564930248;6832904,85606907
668;2015-03-11 12:34:41;"2015-03-11_varieg_scallop";"NO";0;149052,788767244;6832907,23083556
669;2015-03-11 12:35:21;"2015-03-11_varieg_scallop";"NO";0;149052,788767244;6832907,23083556
670;2015-03-11 12:37:31;"2015-03-11_varieg_scallop";"NO";0;149053,012604243;6832909,6056021
671;2015-03-11 12:38:29;"2015-03-11_varieg_scallop";"NO";0;149053,012604243;6832909,6056021
672;2015-03-11 12:39:28;"2015-03-11_varieg_scallop";"NO";0;149053,236336942;6832911,97926207
673;2015-03-11 12:40:02;"2015-03-11_varieg_scallop";"NO";0;149053,236336942;6832911,97926207
674;2015-03-11 12:40:34;"2015-03-11_varieg_scallop";"NO";0;149051,877943124;6832914,50316431
675;2015-03-11 12:41:45;"2015-03-11_varieg_scallop";"NO";0;149051,877943124;6832914,50316431
676;2015-03-11 12:43:40;"2015-03-11_varieg_scallop";"NO";0;149052,101780779;6832916,8779309
677;2015-03-11 12:44:52;"2015-03-11_varieg_scallop";"NO";0;149052,101780779;6832916,8779309
678;2015-03-11 12:45:09;"2015-03-11_varieg_scallop";"NO";0;149052,101780779;6832916,8779309
679;2015-03-11 12:45:47;"2015-03-11_varieg_scallop";"NO";0;149052,101780779;6832916,8779309
680;2015-03-11 12:56:11;"2015-03-11_varieg_scallop";"NO";0;149048,251081874;6832926,82323011
681;2015-03-11 12:56:20;"2015-03-11_varieg_scallop";"NO";0;149043,952820073;6832932,02010592
682;2015-03-11 12:56:34;"2015-03-11_varieg_scallop";"NO";0;149042,146751855;6832929,79447775
683;2015-03-11 12:56:58;"2015-03-11_varieg_scallop";"NO";0;149042,146751855;6832929,79447775
684;2015-03-11 12:58:27;"2015-03-11_varieg_scallop";"NO";0;149045,310467943;6832929,49627112
685;2015-03-11 12:58:33;"2015-03-11_varieg_scallop";"NO";0;149045,310467943;6832929,49627112
686;2015-03-11 12:58:41;"2015-03-11_varieg_scallop";"NO";0;149043,728978524;6832929,64533947
687;2015-03-11 12:58:59;"2015-03-11_varieg_scallop";"NO";0;149045,310467943;6832929,49627112
688;2015-03-11 12:59:13;"2015-03-11_varieg_scallop";"NO";0;149045,310467943;6832929,49627112
689;2015-03-11 13:03:23;"2015-03-11_varieg_scallop";"NO";0;149048,474921483;6832929,19799671
690;2015-03-11 13:03:34;"2015-03-11_varieg_scallop";"NO";0;149048,474921483;6832929,19799671
691;2015-03-11 13:09:15;"2015-03-11_varieg_scallop";"NO";0;149051,414799575;6832926,5250268
692;2015-03-11 13:11:17;"2015-03-11_varieg_scallop";"NO";0;149051,414799575;6832926,5250268
693;2015-03-11 13:12:41;"2015-03-11_varieg_scallop";"NO";0;149051,414799575;6832926,5250268
694;2015-03-11 13:17:58;"2015-03-11_varieg_scallop";"NO";0;149051,638637894;6832928,89979351
695;2015-03-11 13:23:25;"2015-03-11_varieg_scallop";"NO";0;149051,638637894;6832928,89979351
696;2015-03-11 13:27:36;"2015-03-11_varieg_scallop";"NO";0;149050,057148314;6832929,04886015
697;2015-03-11 13:28:29;"2015-03-11_varieg_scallop";"NO";0;149050,057148314;6832929,04886015
698;2015-03-11 13:36:07;"2015-03-11_varieg_scallop";"NO";0;149052,773189463;6832924,00112429
699;2015-03-11 13:43:49;"2015-03-11_varieg_scallop";"NO";0;149055,713913918;6832921,32919372
700;2015-03-11 13:44:55;"2015-03-11_varieg_scallop";"NO";0;149054,131684989;6832921,47832874
701;2015-03-11 13:45:26;"2015-03-11_varieg_scallop";"NO";0;149052,549456101;6832921,62746419
702;2015-03-11 13:47:17;"2015-03-11_varieg_scallop";"NO";0;149052,773189463;6832924,00112429
703;2015-03-11 13:54:14;"2015-03-11_varieg_scallop";"NO";0;149049,609470389;6832924,29932687
704;2015-03-11 13:55:59;"2015-03-11_varieg_scallop";"NO";0;149049,609470389;6832924,29932687
705;2015-03-11 13:57:32;"2015-03-11_varieg_scallop";"NO";0;149051,19096126;6832924,15026012
706;2015-03-11 14:09:05;"2015-03-11_varieg_scallop";"NO";0;149052,549456101;6832921,62746419
707;2015-03-11 14:10:17;"2015-03-11_varieg_scallop";"NO";0;149052,549456101;6832921,62746419
708;2015-03-11 14:15:41;"2015-03-11_varieg_scallop";"NO";0;149045,77359776;6832917,474408
709;2015-03-11 14:15:47;"2015-03-11_varieg_scallop";"NO";0;149040,579960903;6832913,17222068
710;2015-03-11 14:15:59;"2015-03-11_varieg_scallop";"NO";0;149031,774265633;6832904,41989486
711;2015-03-11 14:16:14;"2015-03-11_varieg_scallop";"NO";0;149016,640339549;6832896,26409161
712;2015-03-11 14:16:26;"2015-03-11_varieg_scallop";"NO";0;149008,729898544;6832897,00975461
713;2015-03-11 14:16:33;"2015-03-11_varieg_scallop";"NO";0;149002,401693929;6832897,60627886
714;2015-03-11 14:16:48;"2015-03-11_varieg_scallop";"NO";0;148979,357254518;6832890,19625534
715;2015-03-11 14:16:59;"2015-03-11_varieg_scallop";"NO";0;148957,671115907;6832880,26239947
716;2015-03-11 14:17:10;"2015-03-11_varieg_scallop";"NO";0;148935,985004677;6832870,32973172
717;2015-03-11 14:17:22;"2015-03-11_varieg_scallop";"NO";0;148910,911066137;6832858,3195564
718;2015-03-11 14:17:36;"2015-03-11_varieg_scallop";"NO";0;148879,060318729;6832842,15780632
719;2015-03-11 14:17:50;"2015-03-11_varieg_scallop";"NO";0;148847,65785673;6832830,74457109
720;2015-03-11 14:18:04;"2015-03-11_varieg_scallop";"NO";0;148817,836886104;6832819,18348275
721;2015-03-11 14:18:17;"2015-03-11_varieg_scallop";"NO";0;148790,956266035;6832804,94827245
722;2015-03-11 14:18:25;"2015-03-11_varieg_scallop";"NO";0;148774,239460382;6832796,94231231
723;2015-03-11 14:18:42;"2015-03-11_varieg_scallop";"NO";0;148736,059642724;6832781,37813101
724;2015-03-11 14:18:51;"2015-03-11_varieg_scallop";"NO";0;148716,17888709;6832773,67071368
725;2015-03-11 14:19:06;"2015-03-11_varieg_scallop";"NO";0;148682,521583136;6832755,28445552
726;2015-03-11 14:19:18;"2015-03-11_varieg_scallop";"NO";0;148655,864311098;6832743,42462535
727;2015-03-11 14:19:27;"2015-03-11_varieg_scallop";"NO";0;148635,982570771;6832735,71755365
728;2015-03-11 14:19:40;"2015-03-11_varieg_scallop";"NO";0;148607,518917647;6832721,63355466
729;2015-03-11 14:19:52;"2015-03-11_varieg_scallop";"NO";0;148579,279039016;6832709,92333498
730;2015-03-11 14:20:01;"2015-03-11_varieg_scallop";"NO";0;148559,173884389;6832699,84281943
731;2015-03-11 14:20:13;"2015-03-11_varieg_scallop";"NO";0;148530,933793051;6832688,13283619
732;2015-03-11 14:20:16;"2015-03-11_varieg_scallop";"NO";0;148525,739571256;6832683,83111501
733;2015-03-11 14:20:25;"2015-03-11_varieg_scallop";"NO";0;148505,857435704;6832676,12449121
734;2015-03-11 14:20:35;"2015-03-11_varieg_scallop";"NO";0;148484,170468238;6832666,19345206
735;2015-03-11 14:20:51;"2015-03-11_varieg_scallop";"NO";0;148449,376771249;6832652,70629084
736;2015-03-11 14:20:52;"2015-03-11_varieg_scallop";"NO";0;148447,571135213;6832650,48078168
737;2015-03-11 14:21:01;"2015-03-11_varieg_scallop";"NO";0;148427,464795105;6832640,40079494
738;2015-03-11 14:21:11;"2015-03-11_varieg_scallop";"NO";0;148410,747613738;6832632,39471213
739;2015-03-11 14:21:23;"2015-03-11_varieg_scallop";"NO";0;148395,836153011;6832626,61527654
740;2015-03-11 14:21:26;"2015-03-11_varieg_scallop";"NO";0;148392,447442325;6832624,5391688
741;2015-03-11 14:21:33;"2015-03-11_varieg_scallop";"NO";0;148382,506971397;6832620,68656143
742;2015-03-11 14:21:44;"2015-03-11_varieg_scallop";"NO";0;148367,819447104;6832617,28082791
743;2015-03-11 14:21:53;"2015-03-11_varieg_scallop";"NO";0;148354,490212345;6832611,35217738
744;2015-03-11 14:21:55;"2015-03-11_varieg_scallop";"NO";0;148351,101477258;6832609,27609394
745;2015-03-11 14:22:05;"2015-03-11_varieg_scallop";"NO";0;148337,772205782;6832603,34748204
746;2015-03-11 14:22:17;"2015-03-11_varieg_scallop";"NO";0;148319,24845051;6832593,11736667
747;2015-03-11 14:22:32;"2015-03-11_varieg_scallop";"NO";0;148295,977666655;6832583,33533288
748;2015-03-11 14:22:44;"2015-03-11_varieg_scallop";"NO";0;148274,513262393;6832575,77877703
749;2015-03-11 14:22:57;"2015-03-11_varieg_scallop";"NO";0;148252,824651165;6832565,84757015
750;2015-03-11 14:23:12;"2015-03-11_varieg_scallop";"NO";0;148226,389820197;6832556,36556043
751;2015-03-11 14:23:26;"2015-03-11_varieg_scallop";"NO";0;148203,118716189;6832546,58390059
752;2015-03-11 14:23:36;"2015-03-11_varieg_scallop";"NO";0;148184,593793092;6832536,3542875
753;2015-03-11 14:23:54;"2015-03-11_varieg_scallop";"NO";0;148146,635448504;6832523,16866044
754;2015-03-11 14:24:07;"2015-03-11_varieg_scallop";"NO";0;148116,811242449;6832511,61008392
755;2015-03-11 14:24:21;"2015-03-11_varieg_scallop";"NO";0;148074,791007902;6832489,22481213
756;2015-03-11 14:24:29;"2015-03-11_varieg_scallop";"NO";0;148047,906309983;6832474,99424329
757;2015-03-11 14:24:40;"2015-03-11_varieg_scallop";"NO";0;148012,8869432;6832459,13602639
758;2015-03-11 14:24:56;"2015-03-11_varieg_scallop";"NO";0;147962,506434611;6832432,75026857
759;2015-03-11 14:25:16;"2015-03-11_varieg_scallop";"NO";0;147896,079700361;6832405,48450578
760;2015-03-11 14:25:27;"2015-03-11_varieg_scallop";"NO";0;147859,252796003;6832387,40195717
761;2015-03-11 14:25:38;"2015-03-11_varieg_scallop";"NO";0;147824,008035063;6832369,17017411
762;2015-03-11 14:25:45;"2015-03-11_varieg_scallop";"NO";0;147802,093608614;6832356,86705712
763;2015-03-11 14:26:00;"2015-03-11_varieg_scallop";"NO";0;147752,384127084;6832337,60615993
764;2015-03-11 14:26:13;"2015-03-11_varieg_scallop";"NO";0;147709,003234119;6832317,74885964
765;2015-03-11 14:26:23;"2015-03-11_varieg_scallop";"NO";0;147678,504010813;6832299,06953578
766;2015-03-11 14:26:38;"2015-03-11_varieg_scallop";"NO";0;147629,927211056;6832274,91077513
767;2015-03-11 14:26:56;"2015-03-11_varieg_scallop";"NO";0;147571,631962894;6832249,27598189
768;2015-03-11 14:27:06;"2015-03-11_varieg_scallop";"NO";0;147538,19151867;6832233,27117848
769;2015-03-11 14:27:25;"2015-03-11_varieg_scallop";"NO";0;147478,089387625;6832205,4132164
770;2015-03-11 14:27:44;"2015-03-11_varieg_scallop";"NO";0;147416,403386515;6832177,70442373
771;2015-03-11 14:28:03;"2015-03-11_varieg_scallop";"NO";0;147356,075456699;6832147,4719338
772;2015-03-11 14:28:20;"2015-03-11_varieg_scallop";"NO";0;147301,167030142;6832123,91536996
773;2015-03-11 14:28:38;"2015-03-11_varieg_scallop";"NO";0;147244,001445432;6832093,38607666
774;2015-03-11 14:29:00;"2015-03-11_varieg_scallop";"NO";0;147172,370635863;6832061,82815576
775;2015-03-11 14:29:16;"2015-03-11_varieg_scallop";"NO";0;147120,625529404;6832037,97401712
776;2015-03-11 14:29:27;"2015-03-11_varieg_scallop";"NO";0;147084,927124218;6832014,99850299
777;2015-03-11 14:29:39;"2015-03-11_varieg_scallop";"NO";0;147047,645853151;6831992,17178504
778;2015-03-11 14:29:57;"2015-03-11_varieg_scallop";"NO";0;146991,610818548;6831956,7459672
779;2015-03-11 14:30:12;"2015-03-11_varieg_scallop";"NO";0;146942,57895659;6831927,84476214
780;2015-03-11 14:30:25;"2015-03-11_varieg_scallop";"NO";0;146902,132401809;6831905,31944524
781;2015-03-11 14:30:42;"2015-03-11_varieg_scallop";"NO";0;146847,902849251;6831872,11997987
782;2015-03-11 14:30:58;"2015-03-11_varieg_scallop";"NO";0;146794,122726376;6831843,66917835
783;2015-03-11 14:31:14;"2015-03-11_varieg_scallop";"NO";0;146743,281662651;6831812,5447603
784;2015-03-11 14:31:31;"2015-03-11_varieg_scallop";"NO";0;146689,0503355;6831779,3467954
785;2015-03-11 14:31:49;"2015-03-11_varieg_scallop";"NO";0;146630,071482849;6831746,59865343
786;2015-03-11 14:32:09;"2015-03-11_varieg_scallop";"NO";0;146564,312877474;6831709,70098393
787;2015-03-11 14:32:24;"2015-03-11_varieg_scallop";"NO";0;146515,276789263;6831680,80342618
788;2015-03-11 14:32:39;"2015-03-11_varieg_scallop";"NO";0;146467,822890798;6831651,75755528
789;2015-03-11 14:32:55;"2015-03-11_varieg_scallop";"NO";0;146415,395817158;6831620,78587919
790;2015-03-11 14:33:08;"2015-03-11_varieg_scallop";"NO";0;146374,494579509;6831593,51505369
791;2015-03-11 14:33:23;"2015-03-11_varieg_scallop";"NO";0;146331,111675408;6831556,89686378
792;2015-03-11 14:33:35;"2015-03-11_varieg_scallop";"NO";0;146298,122647867;6831528,87721503
793;2015-03-11 14:33:52;"2015-03-11_varieg_scallop";"NO";0;146249,316336505;6831485,58649188
794;2015-03-11 14:34:07;"2015-03-11_varieg_scallop";"NO";0;146207,739470459;6831451,19398601
795;2015-03-11 14:34:24;"2015-03-11_varieg_scallop";"NO";0;146166,394476622;6831402,40523909
796;2015-03-11 14:34:42;"2015-03-11_varieg_scallop";"NO";0;146124,823894702;6831351,24216855
797;2015-03-11 14:34:58;"2015-03-11_varieg_scallop";"NO";0;146094,555572653;6831301,40452148
798;2015-03-11 14:35:13;"2015-03-11_varieg_scallop";"NO";0;146060,889278102;6831266,26348015
799;2015-03-11 14:35:30;"2015-03-11_varieg_scallop";"NO";0;146022,016622466;6831243,59339157
800;2015-03-11 14:35:46;"2015-03-11_varieg_scallop";"NO";0;145986,976346727;6831244,51873266
801;2015-03-11 14:35:51;"2015-03-11_varieg_scallop";"NO";0;145980,421333489;6831242,74391726
802;2015-03-11 14:36:05;"2015-03-11_varieg_scallop";"NO";0;145964,82097794;6831246,61812854
803;2015-03-11 14:36:13;"2015-03-11_varieg_scallop";"NO";0;145960,298579297;6831249,44150201
804;2015-03-11 14:36:26;"2015-03-11_varieg_scallop";"NO";0;145951,253266944;6831255,09054252
805;2015-03-11 14:37:14;"2015-03-11_varieg_scallop";"NO";0;145922,768688829;6831257,78987613
806;2015-03-11 14:38:37;"2015-03-11_varieg_scallop";"NO";0;145940,400999619;6831258,5148857
807;2015-03-11 14:38:46;"2015-03-11_varieg_scallop";"NO";0;145940,850953179;6831263,26302483
808;2015-03-11 14:38:51;"2015-03-11_varieg_scallop";"NO";0;145946,048309133;6831267,56239878
809;2015-03-11 14:39:02;"2015-03-11_varieg_scallop";"NO";0;145976,558508416;6831286,23251563
810;2015-03-11 14:39:13;"2015-03-11_varieg_scallop";"NO";0;146015,206012464;6831306,52657299
811;2015-03-11 14:39:25;"2015-03-11_varieg_scallop";"NO";0;146038,253193081;6831330,69601194
812;2015-03-11 14:39:36;"2015-03-11_varieg_scallop";"NO";0;146040,052923883;6831349,69082056
813;2015-03-11 14:39:46;"2015-03-11_varieg_scallop";"NO";0;146034,847908361;6831362,16260371
814;2015-03-11 14:40:01;"2015-03-11_varieg_scallop";"NO";0;146024,66997196;6831372,70963827
815;2015-03-11 14:42:01;"2015-03-11_varieg_scallop";"NO";0;146009,745608028;6831383,70643726
816;2015-03-11 14:42:51;"2015-03-11_varieg_scallop";"NO";0;146013,135169179;6831385,78120997
817;2015-03-11 14:47:40;"2015-03-11_varieg_scallop";"NO";0;146083,888942576;6831391,05494709
818;2015-03-11 14:47:51;"2015-03-11_varieg_scallop";"NO";0;146106,710588208;6831412,85003873
819;2015-03-11 14:48:08;"2015-03-11_varieg_scallop";"NO";0;146167,503360708;6831447,81751908
820;2015-03-11 14:48:22;"2015-03-11_varieg_scallop";"NO";0;146218,125743788;6831476,56219665
821;2015-03-11 14:48:43;"2015-03-11_varieg_scallop";"NO";0;146292,250443864;6831517,4547761
822;2015-03-11 14:49:04;"2015-03-11_varieg_scallop";"NO";0;146365,241966121;6831563,24739354
823;2015-03-11 14:49:23;"2015-03-11_varieg_scallop";"NO";0;146428,288719703;6831605,19169877
824;2015-03-11 14:49:41;"2015-03-11_varieg_scallop";"NO";0;146487,944496963;6831645,06060676
825;2015-03-11 14:49:57;"2015-03-11_varieg_scallop";"NO";0;146539,462681026;6831683,30560899
826;2015-03-11 14:50:14;"2015-03-11_varieg_scallop";"NO";0;146594,14457871;6831721,25153781
827;2015-03-11 14:50:37;"2015-03-11_varieg_scallop";"NO";0;146670,970458948;6831773,87130213
828;2015-03-11 14:50:57;"2015-03-11_varieg_scallop";"NO";0;146741,474509599;6831810,32096895
829;2015-03-11 14:51:19;"2015-03-11_varieg_scallop";"NO";0;146818,75629551;6831850,92081696
830;2015-03-11 14:51:40;"2015-03-11_varieg_scallop";"NO";0;146891,290192864;6831891,97079976
831;2015-03-11 14:52:02;"2015-03-11_varieg_scallop";"NO";0;146968,569917161;6831932,57376604
832;2015-03-11 14:52:24;"2015-03-11_varieg_scallop";"NO";0;147044,491299485;6831975,70095
833;2015-03-11 14:52:39;"2015-03-11_varieg_scallop";"NO";0;147096,462599057;6832001,92900992
834;2015-03-11 14:52:56;"2015-03-11_varieg_scallop";"NO";0;147158,37580538;6832032,00802156
835;2015-03-11 14:53:10;"2015-03-11_varieg_scallop";"NO";0;147205,823958398;6832061,06063266
836;2015-03-11 14:53:26;"2015-03-11_varieg_scallop";"NO";0;147262,989421124;6832091,59072084
837;2015-03-11 14:53:46;"2015-03-11_varieg_scallop";"NO";0;147330,545275937;6832130,72042638
838;2015-03-11 14:54:11;"2015-03-11_varieg_scallop";"NO";0;147417,985817583;6832177,55484361
839;2015-03-11 14:54:34;"2015-03-11_varieg_scallop";"NO";0;147497,289135202;6832222,76360938
840;2015-03-11 14:54:57;"2015-03-11_varieg_scallop";"NO";0;147576,366801732;6832265,59876931
841;2015-03-11 14:55:21;"2015-03-11_varieg_scallop";"NO";0;147659,056725828;6832312,88428755
842;2015-03-11 14:55:46;"2015-03-11_varieg_scallop";"NO";0;147747,849845761;6832357,19949962
843;2015-03-11 14:56:07;"2015-03-11_varieg_scallop";"NO";0;147820,595036446;6832400,63591194
844;2015-03-11 14:56:27;"2015-03-11_varieg_scallop";"NO";0;147891,084020792;6832437,09965934
845;2015-03-11 14:56:47;"2015-03-11_varieg_scallop";"NO";0;147960,214013161;6832476,08841991
846;2015-03-11 14:57:09;"2015-03-11_varieg_scallop";"NO";0;148037,703126293;6832519,07928486
847;2015-03-11 14:57:24;"2015-03-11_varieg_scallop";"NO";0;148091,246505545;6832545,16698315
848;2015-03-11 14:57:44;"2015-03-11_varieg_scallop";"NO";0;148161,956054701;6832584,00766534
849;2015-03-11 14:58:03;"2015-03-11_varieg_scallop";"NO";0;148229,052656188;6832618,40061759
850;2015-03-11 14:58:20;"2015-03-11_varieg_scallop";"NO";0;148289,595736272;6832651,01581066
851;2015-03-11 14:58:41;"2015-03-11_varieg_scallop";"NO";0;148361,88492612;6832689,70960719
852;2015-03-11 14:58:58;"2015-03-11_varieg_scallop";"NO";0;148422,425862108;6832722,32737416
853;2015-03-11 14:59:21;"2015-03-11_varieg_scallop";"NO";0;148501,713768166;6832767,54999213
854;2015-03-11 14:59:45;"2015-03-11_varieg_scallop";"NO";0;148587,10470665;6832809,80197494
855;2015-03-11 15:00:01;"2015-03-11_varieg_scallop";"NO";0;148639,285203692;6832838,41760122
856;2015-03-11 15:00:20;"2015-03-11_varieg_scallop";"NO";0;148706,151956371;6832870,44136441
857;2015-03-11 15:00:36;"2015-03-11_varieg_scallop";"NO";0;148763,301224354;6832900,98524957
858;2015-03-11 15:00:53;"2015-03-11_varieg_scallop";"NO";0;148819,091588217;6832934,05365887
859;2015-03-11 15:01:09;"2015-03-11_varieg_scallop";"NO";0;148872,628205158;6832960,14855135
860;2015-03-11 15:01:22;"2015-03-11_varieg_scallop";"NO";0;148924,134436504;6832981,6446932
861;2015-03-11 15:01:42;"2015-03-11_varieg_scallop";"NO";0;149001,384871191;6833022,27384385
862;2015-03-11 15:01:58;"2015-03-11_varieg_scallop";"NO";0;149058,531141218;6833052,82176681
863;2015-03-11 15:02:16;"2015-03-11_varieg_scallop";"NO";0;149120,870147315;6833087,67140943
864;2015-03-11 15:02:34;"2015-03-11_varieg_scallop";"NO";0;149181,850754657;6833125,04553329
865;2015-03-11 15:02:52;"2015-03-11_varieg_scallop";"NO";0;149245,994064799;6833162,12110128
866;2015-03-11 15:03:10;"2015-03-11_varieg_scallop";"NO";0;149308,107853895;6833194,59903479
867;2015-03-11 15:03:24;"2015-03-11_varieg_scallop";"NO";0;149360,280506233;6833223,22127046
868;2015-03-11 15:03:36;"2015-03-11_varieg_scallop";"NO";0;149402,291096937;6833245,61586548
869;2015-03-11 15:03:49;"2015-03-11_varieg_scallop";"NO";0;149446,553728939;6833274,98506083
870;2015-03-11 15:04:04;"2015-03-11_varieg_scallop";"NO";0;149491,933351983;6833316,22639897
871;2015-03-11 15:04:24;"2015-03-11_varieg_scallop";"NO";0;149553,11609245;6833372,74958998
872;2015-03-11 15:04:42;"2015-03-11_varieg_scallop";"NO";0;149605,717196193;6833422,89501708
873;2015-03-11 15:04:59;"2015-03-11_varieg_scallop";"NO";0;149660,5871525;6833463,24380387
874;2015-03-11 15:05:15;"2015-03-11_varieg_scallop";"NO";0;149713,874400418;6833503,74318085
875;2015-03-11 15:05:34;"2015-03-11_varieg_scallop";"NO";0;149775,51678906;6833548,24699258
876;2015-03-11 15:05:49;"2015-03-11_varieg_scallop";"NO";0;149823,386440177;6833582,06973454
877;2015-03-11 15:06:01;"2015-03-11_varieg_scallop";"NO";0;149857,94692796;6833593,19046046
878;2015-03-11 15:06:02;"2015-03-11_varieg_scallop";"NO";0;149861,110283542;6833592,89269715
879;2015-03-11 15:06:16;"2015-03-11_varieg_scallop";"NO";0;149877,170244704;6833577,00704828
880;2015-03-11 15:06:30;"2015-03-11_varieg_scallop";"NO";0;149877,187796356;6833560,23669881
881;2015-03-11 15:06:44;"2015-03-11_varieg_scallop";"NO";0;149873,576623998;6833555,78490869
882;2015-03-11 15:07:22;"2015-03-11_varieg_scallop";"NO";0;149872,218099051;6833558,3086284
883;2015-03-11 15:07:42;"2015-03-11_varieg_scallop";"NO";0;149870,636780448;6833558,45747213
884;2015-03-11 15:08:55;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
885;2015-03-11 15:10:06;"2015-03-11_varieg_scallop";"NO";0;149872,218099051;6833558,3086284
886;2015-03-11 15:11:36;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
887;2015-03-11 15:18:02;"2015-03-11_varieg_scallop";"NO";0;149870,41324825;6833556,08266522
888;2015-03-11 15:23:29;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
889;2015-03-11 15:25:40;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
890;2015-03-11 15:25:53;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
891;2015-03-11 15:26:13;"2015-03-11_varieg_scallop";"NO";0;149873,576623998;6833555,78490869
892;2015-03-11 15:27:53;"2015-03-11_varieg_scallop";"NO";0;149872,218099051;6833558,3086284
893;2015-03-11 15:28:11;"2015-03-11_varieg_scallop";"NO";0;149872,218099051;6833558,3086284
894;2015-03-11 15:28:31;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
895;2015-03-11 15:30:12;"2015-03-11_varieg_scallop";"NO";0;149871,994567498;6833555,93382144
896;2015-03-11 15:32:14;"2015-03-11_varieg_scallop";"NO";0;149868,831191831;6833556,23157883
897;2015-03-11 15:37:29;"2015-03-11_varieg_scallop";"NO";0;149868,831191831;6833556,23157883
898;2015-03-11 15:37:45;"2015-03-11_varieg_scallop";"NO";0;149868,831191831;6833556,23157883
899;2015-03-11 15:38:03;"2015-03-11_varieg_scallop";"NO";0;149870,636780448;6833558,45747213
900;2015-03-11 15:38:14;"2015-03-11_varieg_scallop";"NO";0;149877,634751447;6833564,98520668
901;2015-03-11 15:38:25;"2015-03-11_varieg_scallop";"NO";0;149876,052697447;6833565,13411832
902;2015-03-11 15:38:38;"2015-03-11_varieg_scallop";"NO";0;149857,499850559;6833588,44084683
903;2015-03-11 15:38:53;"2015-03-11_varieg_scallop";"NO";0;149840,511887543;6833628,37017548
904;2015-03-11 15:39:06;"2015-03-11_varieg_scallop";"NO";0;149824,88256757;6833665,77472228
905;2015-03-11 15:39:20;"2015-03-11_varieg_scallop";"NO";0;149826,189118894;6833713,56317557
906;2015-03-11 15:39:33;"2015-03-11_varieg_scallop";"NO";0;149825,691005864;6833759,12679585
907;2015-03-11 15:39:47;"2015-03-11_varieg_scallop";"NO";0;149826,997675263;6833806,91527243
908;2015-03-11 15:40:03;"2015-03-11_varieg_scallop";"NO";0;149835,526533179;6833863,60730217
909;2015-03-11 15:40:15;"2015-03-11_varieg_scallop";"NO";0;149848,816908678;6833903,08125492
910;2015-03-11 15:40:30;"2015-03-11_varieg_scallop";"NO";0;149874,074159886;6833951,01105769
911;2015-03-11 15:40:47;"2015-03-11_varieg_scallop";"NO";0;149913,120058991;6833992,8524681
912;2015-03-11 15:41:06;"2015-03-11_varieg_scallop";"NO";0;149967,295144967;6834042,85134015
913;2015-03-11 15:41:22;"2015-03-11_varieg_scallop";"NO";0;150016,96477694;6834078,9017753
914;2015-03-11 15:41:38;"2015-03-11_varieg_scallop";"NO";0;150067,081494846;6834119,70221671
915;2015-03-11 15:41:54;"2015-03-11_varieg_scallop";"NO";0;150116,973343484;6834158,12834559
916;2015-03-11 15:42:08;"2015-03-11_varieg_scallop";"NO";0;150156,927114122;6834192,6981948
917;2015-03-11 15:42:23;"2015-03-11_varieg_scallop";"NO";0;150199,821491949;6834224,59577983
918;2015-03-11 15:42:34;"2015-03-11_varieg_scallop";"NO";0;150235,047684305;6834242,84217362
919;2015-03-11 15:42:47;"2015-03-11_varieg_scallop";"NO";0;150279,764103493;6834260,19603177
920;2015-03-11 15:43:07;"2015-03-11_varieg_scallop";"NO";0;150347,96344419;6834289,7153973
921;2015-03-11 15:43:24;"2015-03-11_varieg_scallop";"NO";0;150403,285292217;6834318,04962025
922;2015-03-11 15:43:40;"2015-03-11_varieg_scallop";"NO";0;150454,997196859;6834341,93434717
923;2015-03-11 15:43:58;"2015-03-11_varieg_scallop";"NO";0;150515,286809202;6834372,19822423
924;2015-03-11 15:44:13;"2015-03-11_varieg_scallop";"NO";0;150565,415807853;6834396,23157352
